datetime_local,temperature,humidity,dew_point,wind_speed,pressure,uv_index,ozone
19-10-2019 04:00,21,1,17.25,2.23,1013.94,0,275.5
19-10-2019 05:00,21,1,17.09,2.44,1014.3,0,275.8
19-10-2019 06:00,22,1,17.14,2.74,1014.76,0,276.5
19-10-2019 07:00,22,1,17.07,3.14,1015.43,0,277.7
19-10-2019 08:00,23,1,16.96,3.44,1016.05,1,278.8
19-10-2019 09:00,25,1,16.66,3.65,1016.41,2,279
19-10-2019 10:00,28,0,16.21,3.38,1016.52,5,278.6
19-10-2019 11:00,30,0,15.83,3.07,1016.35,6,277.7
19-10-2019 12:00,32,0,15.21,2.85,1015.9,7,277.1
19-10-2019 13:00,33,0,14.01,2.21,1014.87,7,276.9
19-10-2019 14:00,33,0,12.62,1.74,1013.66,5,276.8
19-10-2019 15:00,34,0,11,1.69,1012.88,3,276.8
19-10-2019 16:00,34,0,9.71,2.05,1012.37,1,277.1
19-10-2019 17:00,33,0,9.19,2.69,1012.36,0,276.6
19-10-2019 18:00,31,0,12.07,2.84,1013.19,0,276.3
19-10-2019 19:00,29,0,15.17,2.91,1013.96,0,277.5
19-10-2019 20:00,27,0,15.23,3.34,1014.26,0,278.6
19-10-2019 21:00,26,1,15.61,3.27,1014.64,0,279
19-10-2019 22:00,25,1,16.1,2.63,1015.06,0,278.7
19-10-2019 23:00,25,1,16.19,2.16,1015.58,0,278.6
20-10-2019 00:00,25,1,15.9,2.08,1015.16,0,278.6
20-10-2019 01:00,24,1,15.69,2.09,1014.79,0,278.4
20-10-2019 02:00,23,1,15.32,2.17,1014.54,0,278.2
20-10-2019 03:00,22,1,14.93,2.03,1014.54,0,278
20-10-2019 04:00,21,1,14.7,1.67,1014.31,0,278
20-10-2019 05:00,20,1,14.59,1.34,1014.09,0,278.2
20-10-2019 06:00,21,1,15.1,1,1015.06,0,278
20-10-2019 07:00,22,1,15.61,0.89,1016.17,0,278.2
20-10-2019 08:00,22,1,15.48,1.1,1016.61,1,279
20-10-2019 09:00,24,1,15.24,1.25,1016.9,2,279.3
20-10-2019 10:00,27,0,14.79,1.39,1016.74,4,279.6
20-10-2019 11:00,30,0,14.05,1.53,1016.5,6,277.7
20-10-2019 12:00,32,0,12.7,1.86,1015.95,7,275.5
20-10-2019 13:00,33,0,10.22,2.47,1014.52,7,275.5
20-10-2019 14:00,33,0,7.7,3.08,1013.05,5,275.6
20-10-2019 15:00,33,0,6.71,3.42,1012.11,3,275.8
20-10-2019 16:00,33,0,6.96,3.53,1011.58,1,276.2
20-10-2019 17:00,32,0,9.77,3.53,1012.18,0,276.7
20-10-2019 18:00,30,0,12.72,3.36,1013.11,0,277.1
20-10-2019 19:00,29,0,13.1,2.98,1013.58,0,277.2
20-10-2019 20:00,27,0,13.17,2.53,1014.07,0,277.3
20-10-2019 21:00,26,0,13.15,2.33,1014.22,0,277.4
20-10-2019 22:00,25,0,13.04,2.37,1014.42,0,277.6
20-10-2019 23:00,24,1,12.87,2.4,1014.47,0,277.7
21-10-2019 00:00,23,1,12.46,2.27,1013.95,0,277.4
21-10-2019 01:00,22,1,12.06,1.96,1013.36,0,276.9
21-10-2019 02:00,22,1,11.87,1.59,1012.96,0,276.5
21-10-2019 03:00,21,1,11.77,1.31,1013.02,0,276.2
21-10-2019 04:00,19,1,11.85,1.09,1013.32,0,276.3
21-10-2019 05:00,19,1,12.01,0.95,1013.43,0,276.4
21-10-2019 06:00,20,1,11.9,0.96,1014.15,0,276.3
21-10-2019 07:00,21,1,11.89,1.04,1015.1,0,276.4
21-10-2019 08:00,22,1,12.06,1.15,1015.45,1,276.5
21-10-2019 09:00,24,0,11.94,1.31,1015.47,2,276.3
21-10-2019 10:00,26,0,11.46,1.55,1015.25,4,275.9
21-10-2019 11:00,29,0,10.54,1.76,1015.09,6,275
21-10-2019 12:00,31,0,9.21,2.19,1014.51,7,274.3
21-10-2019 13:00,32,0,7.47,3.01,1013.02,7,274.3
21-10-2019 14:00,32,0,6.13,3.77,1011.58,5,274.5
21-10-2019 15:00,32,0,5.74,4.08,1010.65,3,274.7
21-10-2019 16:00,32,0,6.05,3.94,1010.31,1,274.9
21-10-2019 17:00,31,0,6.85,3.61,1010.73,0,275.7
21-10-2019 18:00,30,0,7.65,3.12,1011,0,276.4
